id,adult,overview,popularity,release_date,title,vote_average,vote_count,character,actor_name,crew_id,name_genres,keyword_name,tags
321,FALSE,"A sweet comic film about an Italian man who comes out of the closet and the affect it has on his life and his crazy family. A family movie about the stereotypes of homosexuals and Italians â€“ called by critics ""the gay"" My Big Fat Greek Wedding.",2.873356,6/6/2003,Mambo Italiano,5.6,28,Angelo Barberini,Luke Kirby,6980,"Comedy, Romance","based on play or musical, canada, coming out, emigrant, family, family feud, father son relationship, gay, gay relationship, italian, italo-american, lgbt, lovesickness, macho, new love, sex","Comedy, Romance, based on play or musical, canada, coming out, emigrant, family, family feud, father son relationship, gay, gay relationship, italian, italo-american, lgbt, lovesickness, macho, new love, sex"
322,FALSE,"A story about friendship and loyalty, guilt and vengeance, and the fateful affect the past has on the present.",12.602438,10/7/2003,Mystic River,7.6,1473,Jimmy Markum,Sean Penn,190,"Crime, Drama, Mystery, Thriller","arbitrary law, boston, child, child abuse, loss of child, reference to sprite, repayment, sexual abuse, suppressed past, workers' quarter","Crime, Drama, Mystery, Thriller, arbitrary law, boston, child, child abuse, loss of child, reference to sprite, repayment, sexual abuse, suppressed past, workers' quarter"
326,FALSE,"America is on the search for the murderer Eddie Kim. Sean Jones must fly to L.A. to testify in a hearing against Kim. Accompanied by FBI agent Neville Flynn, the flight receives some unexpected visitors.",7.418574,8/6/2006,Snakes on a Plane,5.1,504,Neville Flynn,Samuel L. Jackson,4755,"Action, Crime, Horror, Thriller","airplane, animal attack, death, duringcreditsstinger, fbi agent, first class, snake, snake attack, suspense, witness to a crime","Action, Crime, Horror, Thriller, airplane, animal attack, death, duringcreditsstinger, fbi agent, first class, snake, snake attack, suspense, witness to a crime"
327,FALSE,"A Japanese Yakuza gangsterâ€™s deadly existence in his homeland gets him exiled to Los Angeles, California, where he is taken in by his little brother and his brotherâ€™s gang. This is the first English film by Takeshi Kitano.",8.134524,9/9/2000,Brother,6.8,107,Aniki Yamamoto,Takeshi Kitano,3317,"Crime, Drama, Thriller","assassination, brother brother relationship, culture clash, drug dealer, femme fatale, los angeles, loyalty, sake, war on drugs, yakuza","Crime, Drama, Thriller, assassination, brother brother relationship, culture clash, drug dealer, femme fatale, los angeles, loyalty, sake, war on drugs, yakuza"
329,FALSE,"A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.",8.863776,6/11/1993,Jurassic Park,7.6,4956,Dr. Alan Grant,Sam Neill,488,"Adventure, Science Fiction","amusement park, brontosaurus, dinosaur, dna, electric fence, exotic island, island, jurassic park, paleontology, theme park, triceratops, tyrannosaurus rex","Adventure, Science Fiction, amusement park, brontosaurus, dinosaur, dna, electric fence, exotic island, island, jurassic park, paleontology, theme park, triceratops, tyrannosaurus rex"
330,FALSE,"Four years after Jurassic Park's genetically bred dinosaurs ran amok, multimillionaire John Hammond shocks chaos theorist Ian Malcolm by revealing that Hammond has been breeding more beasties at a secret location. Malcolm, his paleontologist ladylove and a wildlife videographer join an expedition to document the lethal lizards' natural behavior in this action-packed thriller.",0.788123,5/23/1997,The Lost World: Jurassic Park,6.2,2528,Dr. Ian Malcolm,Jeff Goldblum,488,"Action, Adventure, Science Fiction","animal horror, dinosaur, dna, exotic island, jurassic park, paleontology, san diego, tyrannosaurus rex, velociraptor","Action, Adventure, Science Fiction, animal horror, dinosaur, dna, exotic island, jurassic park, paleontology, san diego, tyrannosaurus rex, velociraptor"
331,FALSE,"In need of funds for research, Dr. Alan Grant accepts a large sum of money to accompany Paul and Amanda Kirby on an aerial tour of the infamous Isla Sorna. It isn't long before all hell breaks loose and the stranded wayfarers must fight for survival as a host of new -- and even more deadly -- dinosaurs try to make snacks of them.",0.648867,7/18/2001,Jurassic Park III,5.7,2109,Dr. Alan Grant,Sam Neill,4945,"Action, Adventure, Science Fiction, Thriller","airplane, dinosaur, dna, exotic island, jurassic park, mission, paleontology, rescue, spinosaurus, tyrannosaurus rex, velociraptor","Action, Adventure, Science Fiction, Thriller, airplane, dinosaur, dna, exotic island, jurassic park, mission, paleontology, rescue, spinosaurus, tyrannosaurus rex, velociraptor"
332,FALSE,"John Brown is a bumbling but well-intentioned security guard who is badly injured in an explosion planned by an evil mastermind. He is taken to a laboratory, where Brenda, a leading robotics surgeon, replaces his damaged limbs with state-of-the-art gadgets and tools. Named ""Inspector Gadget"" by the press, John -- along with his niece, Penny, and her trusty dog, Brain -- uses his new powers to discover who was behind the explosion.",11.677244,7/23/1999,Inspector Gadget,4.3,322,Inspector Gadget / Robo Gadget / John Brown,Matthew Broderick,4759,"Action, Adventure, Comedy, Family",gadget,"Action, Adventure, Comedy, Family, gadget"
333,FALSE,"Rahul Seth is a dashing young millionaire who believes he is ""western"" enough to rebel against his mother and grandmother. They are not too keen about his Caucasian girlfriend Kimberly who, to make matters worse, is a pop star. Before you can say ""karmic intervention,"" Kimberly dies in a freak accident and Rahul is devastated. Instead of allowing him to mourn in peace, Rahul's mother sees the opportunity she's been waiting for. She threatens to call off his sister's wedding unless he finds himself a ""nice Indian girl."" Rahul enlists the services of Sue, a fiercely independent escort whom he believes to be Hispanic, and therefore not ""married"" to the conventions taught to young Indian women. With a wink in her eye, Sue accepts the deal to pose as his Indian bride-to-be. She needs the money and having never been a fan of the typical Indian male, she feels her heart is safe. The charade begins....",2.015731,1/1/2002,Bollywood/Hollywood,6.1,4,Rahul Seth,Rahul Khanna,4760,"Comedy, Drama, Music, Romance","chance, encounter, family, fate, pop star, pretend relationship, stroke of fate, toronto, tradition, wedding, woman director","Comedy, Drama, Music, Romance, chance, encounter, family, fate, pop star, pretend relationship, stroke of fate, toronto, tradition, wedding, woman director"
334,FALSE,"An epic mosaic of many interrelated characters in search of happiness, forgiveness, and meaning in the San Fernando Valley.",9.091636,12/8/1999,Magnolia,7.5,844,Linda Partridge,Julianne Moore,4762,Drama,"becoming an adult, chance, child prodigy, daughter, dying and death, farewell, loss of father, parent child relationship, reconciliation, regret, suicide attempt, unsociability","Drama, becoming an adult, chance, child prodigy, daughter, dying and death, farewell, loss of father, parent child relationship, reconciliation, regret, suicide attempt, unsociability"
335,FALSE,This classic western masterpiece is an epic film about a widow whose land and life are in danger as the railroad is getting closer and closer to taking them over. A mysterious harmonica player joins forces with a desperado to protect the woman and her land.,15.589351,12/21/1968,Once Upon a Time in the West,8.1,1160,Frank,Henry Fonda,4385,Western,"anti hero, auction, blackmail, bounty, bounty hunter, dying and death, harmonica, insanity, loss of brother, peasant, sadness, showdown, spaghetti western","Western, anti hero, auction, blackmail, bounty, bounty hunter, dying and death, harmonica, insanity, loss of brother, peasant, sadness, showdown, spaghetti western"
336,FALSE,"At the beginning of the 1913 Mexican Revolution, greedy bandit Juan Miranda and idealist John H. Mallory, an Irish Republican Army explosives expert on the lam from the British, fall in with a band of revolutionaries plotting to strike a national bank. When it turns out that the government has been using the bank as a hiding place for illegally detained political prisoners -- who are freed by the blast -- Miranda becomes a revolutionary hero against his will.",9.611094,10/20/1971,"Duck, You Sucker",7.7,176,John H. Mallory,James Coburn,4385,Western,"class, liberation of prisoners, mexico, prisoner, rape, revolution, robbery, spaghetti western","Western, class, liberation of prisoners, mexico, prisoner, rape, revolution, robbery, spaghetti western"
338,FALSE,An affectionate and refreshing East/West-Germany comedy about a boy whoâ€™s mother was in a coma while the Berlin wall fell and when she wakes up he must try to keep her from learning what happen (since she was an avid communist supporter) to avoid shocking her which could lead to another heart attack.,10.605595,2/9/2003,"Good bye, Lenin!",7.4,602,Alexander 'Alex' Kerner,Daniel BrÃ¼hl,4780,"Comedy, Drama, Romance","berlin wall, bureaucracy, coma, filmes contra o comunismo, german democratic republic, lenin, loss of father, loss of mother, news broadcast, patriotism, police state, single, socialism, wife husband relationship, Â ",", Comedy, Drama, Romance, berlin wall, bureaucracy, coma, filmes contra o comunismo, german democratic republic, lenin, loss of father, loss of mother, news broadcast, patriotism, police state, single, socialism, wife husband relationship"
339,FALSE,An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.,8.291886,10/3/1991,Night on Earth,7.5,165,Corky,Winona Ryder,4429,"Comedy, Drama","casting agent, casual meeting, city, conflict, dialogue, finland, german democratic republic, heart attack, helsinki, los angeles, megacity, metropolis, new york, night, night life, paris, passenger, pastor, road movie, rome, taxi, taxi driver, understanding","Comedy, Drama, casting agent, casual meeting, city, conflict, dialogue, finland, german democratic republic, heart attack, helsinki, los angeles, megacity, metropolis, new york, night, night life, paris, passenger, pastor, road movie, rome, taxi, taxi driver, understanding"
340,FALSE,"A film based on the semi-autobiographical novel of the same name by American writer Jonathan Safran Foer, in which a young Jewish American man endeavorsâ€”with the help of eccentric, distant relativesâ€”to find the woman who saved his grandfather during World War II, in a Ukrainian village which was ultimately razed by the Nazis.",7.738924,9/16/2005,Everything is Illuminated,7.4,251,Jonathan Safran Foer,Elijah Wood,23626,"Comedy, Drama","anti semitism, blindness and impaired vision, grandfather grandson relationship, journey in the past, mass murder, nazis, passion for collection, photograph, pop culture, souvenir, ukraine","Comedy, Drama, anti semitism, blindness and impaired vision, grandfather grandson relationship, journey in the past, mass murder, nazis, passion for collection, photograph, pop culture, souvenir, ukraine"
342,FALSE,"Tobi and Achim, the pride of the local crew club, have been the best of friends for years and are convinced that nothing will ever stand in the way of their friendship. They look forward to the upcoming summer camp and the crew competition. Then the gay team from Berlin arrives and Tobi is totally confused. The evening before the races begin, the storm that breaks out is more than meteorlogical...",3.894549,9/2/2004,Summer Storm,6.7,60,Tobi,Robert Stadlober,5192,"Comedy, Drama","camping, coming out, competition, crush, friendship, gay, heterosexual, holiday, lake, lgbt, lovesickness, male nudity, row, sex, sexual identity, sport, summer, summer camp, teenage crush, tent, youth","Comedy, Drama, camping, coming out, competition, crush, friendship, gay, heterosexual, holiday, lake, lgbt, lovesickness, male nudity, row, sex, sexual identity, sport, summer, summer camp, teenage crush, tent, youth"
343,FALSE,The young Harold lives in his own world of suicide-attempts and funeral visits to avoid the misery of his current family and home environment. Harold meets an 80-year-old woman named Maude who also lives in her own world yet one in which she is having the time of her life. When the two opposites meet they realize that their differences donâ€™t matter and they become best friends and love each other.,10.878112,12/20/1971,Harold and Maude,7.7,266,Maude,Ruth Gordon,4964,"Comedy, Drama, Romance","age difference, arranged marriage, banjo, birthday, cemetery, cliff, dead wish, depression, dying and death, life and death, life planning, midnight movie, suicide, suicide attempt, wealth","Comedy, Drama, Romance, age difference, arranged marriage, banjo, birthday, cemetery, cliff, dead wish, depression, dying and death, life and death, life planning, midnight movie, suicide, suicide attempt, wealth"
344,FALSE,Bank robber Kelle Grabowski escapes from prison while his unemployed smalltime crook buddy is sitting around doing nothing after he just lost all their money. A fast paced comedy from German director Peter Thorwarth.,3.931984,8/26/1999,"Bang, Boom, Bang",7.5,52,Keek,Oliver Korittke,4918,"Action, Comedy, Crime","airport, drug, ford taunus, mallorca, mercedes benz, pornography, prison, thumb, vault","Action, Comedy, Crime, airport, drug, ford taunus, mallorca, mercedes benz, pornography, prison, thumb, vault"
345,FALSE,"After Dr. Bill Hartford's wife, Alice, admits to having sexual fantasies about a man she met, Bill becomes obsessed with having a sexual encounter. He discovers an underground sexual group and attends one of their meetings -- and quickly discovers that he is in over his head.",13.268484,7/14/1999,Eyes Wide Shut,7.1,1266,Dr. William 'Bill' Harford,Tom Cruise,240,"Drama, Mystery","christmas party, eroticism, free love, heterosexual, illegal prostitution, life and death, marijuana, masked ball, orgy, sexual obsession","Drama, Mystery, christmas party, eroticism, free love, heterosexual, illegal prostitution, life and death, marijuana, masked ball, orgy, sexual obsession"
346,FALSE,"A samurai answers a village's request for protection after he falls on hard times. The town needs protection from bandits, so the samurai gathers six others to help him teach the people how to defend themselves, and the villagers provide the soldiers with food. A giant battle occurs when 40 bandits attack the village.",15.01777,4/26/1954,Seven Samurai,8.2,892,Kikuchiyo,ToshirÅ Mifune,5026,"Action, Drama","16th century, battle, fencing, japan, looting, moral ambiguity, peasant, practice, rice, samurai, village","16th century, Action, Drama, battle, fencing, japan, looting, moral ambiguity, peasant, practice, rice, samurai, village"
348,FALSE,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",23.37742,5/25/1979,Alien,7.9,4564,Arthur Dallas,Tom Skerritt,578,"Action, Horror, Science Fiction, Thriller","alien, android, beheading, biology, countdown, cowardice, dystopia, female protagonist, h. r. giger, outer space, parasite, space, space marine, space suit, spaceship, xenomorph","Action, Horror, Science Fiction, Thriller, alien, android, beheading, biology, countdown, cowardice, dystopia, female protagonist, h. r. giger, outer space, parasite, space, space marine, space suit, spaceship, xenomorph"
350,FALSE,The Devil Wears Prada is about a young journalist who moves to New York to work in the fashion industry. Her boss however is extremely demanding and cruel and wonâ€™t let her succeed if she doesnâ€™t fit into the high class elegant look of their magazine when all she really wants to be a good journalist.,13.102384,6/30/2006,The Devil Wears Prada,7,3198,Miranda Priestly,Meryl Streep,5065,"Comedy, Drama, Romance","assistant, editor-in-chief, fashion journal, job entrant, job interview, journalism, journalist, paris, world of fasion","Comedy, Drama, Romance, assistant, editor-in-chief, fashion journal, job entrant, job interview, journalism, journalist, paris, world of fasion"
363,FALSE,Head On is German director Fatih Akinâ€™s story of the alcoholic Cahit and Turkish Sibel. Akin tells the story of a love that can never be between two people who are too alike to not be together.,10.234986,3/11/2004,Head-On,7.3,111,Cahit Tomruk,Birol Ãœnel,5125,"Drama, Romance","alcohol, drug abuse, family, fictitious marriage, hamburg germany, homicide, living together, love, religion and supernatural, religious education, roomate, turkish","Drama, Romance, alcohol, drug abuse, family, fictitious marriage, hamburg germany, homicide, living together, love, religion and supernatural, religious education, roomate, turkish"
364,FALSE,"Having defeated the Joker, Batman now faces the Penguin - a warped and deformed individual who is intent on being accepted into Gotham society. Crooked businessman Max Schreck is coerced into helping him become Mayor of Gotham and they both attempt to expose Batman in a different light. Selina Kyle, Max's secretary, is thrown from the top of a building and is transformed into Catwoman - a mysterious figure who has the same personality disorder as Batman. Batman must attempt to clear his name, all the time deciding just what must be done with the Catwoman.",15.001681,6/19/1992,Batman Returns,6.6,1706,Bruce Wayne/Batman,Michael Keaton,510,"Action, Fantasy","bird cage, christmas holiday, christmas tree, corruption, crime fighter, dark hero, dc comics, deformed, double life, evil circus, fictional city, gotham city, hallucination, holiday, super powers, super villain, superhero, vigilante, violence","Action, Fantasy, bird cage, christmas holiday, christmas tree, corruption, crime fighter, dark hero, dc comics, deformed, double life, evil circus, fictional city, gotham city, hallucination, holiday, super powers, super villain, superhero, vigilante, violence"
377,FALSE,"Teenagers in a small town are dropping like flies, apparently in the grip of mass hysteria causing their suicides. A cop's daughter, Nancy Thompson (Heather Langenkamp) traces the cause to child molester Fred Krueger (Robert Englund), who was burned alive by angry parents many years before. Krueger has now come back in the dreams of his killers' children, claiming their lives as his revenge. Nancy and her boyfriend, Glen (Johnny Depp), must devise a plan to lure the monster out of the realm of nightmares and into the real world...",13.694713,11/14/1984,A Nightmare on Elm Street,7.2,1212,Lt. Thompson,John Saxon,5140,Horror,"alcoholic, boiler room, booby trap, child murderer, disfigurement, dreams, medical test, nightmare, slasher, sleep, supernatural, teenager, trapped","Horror, alcoholic, boiler room, booby trap, child murderer, disfigurement, dreams, medical test, nightmare, slasher, sleep, supernatural, teenager, trapped"
378,FALSE,The Coen Brothers tell the story of a absurd yet likable family with an unproductive couple as the focal point. The couple has gotten themselves into some trouble while kidnapping a baby and give Hollywood one of the most memorable chase scenes to date.,14.011415,3/1/1987,Raising Arizona,7.2,548,H.I. McDunnough,Nicolas Cage,1223,"Comedy, Crime","arizona, baby, pregnancy and birth, supermarket","Comedy, Crime, arizona, baby, pregnancy and birth, supermarket"
379,FALSE,"Set in 1929, a political boss and his advisor have a parting of the ways when they both fall for the same woman.",7.495853,9/21/1990,Miller's Crossing,7.5,431,Bernie Bernbaum,John Turturro,1223,"Crime, Drama, Thriller","corruption, gambling debts, gun, irish mob, irish-american, prohibition, street gang, violence","Crime, Drama, Thriller, corruption, gambling debts, gun, irish mob, irish-american, prohibition, street gang, violence"
380,FALSE,Selfish yuppie Charlie Babbitt's father left a fortune to his savant brother Raymond and a pittance to Charlie; they travel cross-country.,11.267467,12/11/1988,Rain Man,7.6,1762,Raymond Babbitt,Dustin Hoffman,8246,Drama,"autism, car dealer, convertible, duringcreditsstinger, egocentrism, individual, loss of father, mentally disabled, psychiatrist, savant, travel, yuppie","Drama, autism, car dealer, convertible, duringcreditsstinger, egocentrism, individual, loss of father, mentally disabled, psychiatrist, savant, travel, yuppie"
381,FALSE,A delightful Hitchcock film about an ex-burglar who must catch a thief whoâ€™s been copying this style before he gets accused of the wrong crimes. His time is running out as the police are close behind him yet he finds time for a little romance of course. A classic masterpiece starring Grace Kelly and Cary Grant.,5.490505,8/3/1955,To Catch a Thief,7.1,299,John Robie,Cary Grant,2636,"Crime, Drama, Mystery, Romance, Thriller","age difference, blonde woman, cat, cat burglar, cÃ´te d'azur, expensive restaurant, falsely accused, fireworks, hotel, jealousy, jewelry, masked ball, nice, picnic, police, roof, southern france, suspense, villa","Crime, Drama, Mystery, Romance, Thriller, age difference, blonde woman, cat, cat burglar, cÃ´te d'azur, expensive restaurant, falsely accused, fireworks, hotel, jealousy, jewelry, masked ball, nice, picnic, police, roof, southern france, suspense, villa"
387,FALSE,"A German submarine hunts allied ships during the Second World War, but it soon becomes the hunted. The crew tries to survive below the surface, while stretching both the boat and themselves to their limits.",8.80338,9/16/1981,Das Boot,7.9,623,KapitÃ¤n-Leutnant Heinrich Lehmann-Willenbrock,JÃ¼rgen Prochnow,5231,"Action, Adventure, Drama, History, War","atlantic ocean, based on novel, comrade, convoy, depth charge, destroyer, drinking, duty, german submarine, gibraltar, naval battle, periscope, sailor, submarine, suicidal mission, terror, torpedo, u boat, war correspondent, world war ii","Action, Adventure, Drama, History, War, atlantic ocean, based on novel, comrade, convoy, depth charge, destroyer, drinking, duty, german submarine, gibraltar, naval battle, periscope, sailor, submarine, suicidal mission, terror, torpedo, u boat, war correspondent, world war ii"
388,FALSE,"Bank robber Dalton Russell enters a Manhattan bank, locks the doors and takes hostages, working methodically and without haste. Detective Frazier is assigned to negotiate, but his mind is occupied with the corruption charges he is facing. With an army of police surrounding the bank, the thief, the cop and a high-profile 'fixer' enter high-stakes negotiations.",13.393548,3/23/2006,Inside Man,7.3,1671,Detective Keith Frazier,Denzel Washington,5281,"Crime, Drama, Thriller","bank manager, court case, document, financial transactions, heist, kidnapping, nazi background, ultimatum","Crime, Drama, Thriller, bank manager, court case, document, financial transactions, heist, kidnapping, nazi background, ultimatum"
389,FALSE,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",16.503959,3/25/1957,12 Angry Men,8.2,2130,Juror 8,Henry Fonda,39996,Drama,"anonymity, class, court, court case, courtroom, death penalty, father murder, group, heat, innocence, judge, jurors, puerto rican, sultriness","Drama, anonymity, class, court, court case, courtroom, death penalty, father murder, group, heat, innocence, judge, jurors, puerto rican, sultriness"
390,FALSE,Lisbon Story is Wim Wenderâ€™s homage to Lisbon and films. A sound engineer obtains a mysterous postcard of a friend who at the moment is filming a film in Lisbon. He sets out across Europe to find him and help him.,1.218279,12/16/1994,Lisbon Story,7.4,17,Phillip Winter,RÃ¼diger Vogler,2303,"Drama, Foreign, Thriller","amusement park, camera, car breakdown, car journey, city portrait, famous score, film business, film making, independent film, life planning, lisbon, upper class","Drama, Foreign, Thriller, amusement park, camera, car breakdown, car journey, city portrait, famous score, film business, film making, independent film, life planning, lisbon, upper class"
391,FALSE,"The Man With No Name enters the Mexican village of San Miguel in the midst of a power struggle among the three Rojo brothers and sheriff John Baxter. When a regiment of Mexican soldiers bearing gold intended to pay for new weapons is waylaid by the Rojo brothers, the stranger inserts himself into the middle of the long-simmering battle, selling false information to both sides for his own benefit.",12.429704,9/12/1964,A Fistful of Dollars,7.6,909,Joe,Clint Eastwood,4385,Western,"gang war, greed, hostility, spaghetti western, victim of murder","Western, gang war, greed, hostility, spaghetti western, victim of murder"
392,FALSE,"A fable of emotional liberation and chocolate. A mother and daughter move to a small French town where they open a chocolate shop. The town, religious and morally strict, is against them as they represent free-thinking and indulgence. When a group of Boat Gypsies float down the river the prejudices of the Mayor leads to a crisis.",8.9256,12/14/2000,Chocolat,6.8,979,Vianne Rocher,Juliette Binoche,5306,"Comedy, Drama, Romance","chocolate, mayor, mother daughter relationship, praline, single","Comedy, Drama, Romance, chocolate, mayor, mother daughter relationship, praline, single"
393,FALSE,"The Bride unwaveringly continues on her roaring rampage of revenge against the band of assassins who had tried to kill her and her unborn child. She visits each of her former associates one-by-one, checking off the victims on her Death List Five until there's nothing left to do â€¦ but kill Bill.",21.533072,4/16/2004,Kill Bill: Vol. 2,7.7,4061,Beatrix 'The Bride' Kiddo,Uma Thurman,138,"Action, Crime, Thriller","aftercreditsstinger, brother brother relationship, daughter, duringcreditsstinger, katana, mother role, rage and hate, right and justice, single, swordplay","Action, Crime, Thriller, aftercreditsstinger, brother brother relationship, daughter, duringcreditsstinger, katana, mother role, rage and hate, right and justice, single, swordplay"
395,FALSE,"When scientists discover something in the Arctic that appears to be a buried Pyramid, they send a research team out to investigate. Little do they know that they are about to step into a hunting ground where Aliens are grown as sport for the Predator race.",12.636205,8/12/2004,AVP: Alien vs. Predator,5.6,1241,Alexa Woods,Sanaa Lathan,4014,"Action, Adventure, Science Fiction","alien, laserpointer, praise, predator, pyramid, saving the world, space marine, xenomorph","Action, Adventure, Science Fiction, alien, laserpointer, praise, predator, pyramid, saving the world, space marine, xenomorph"
396,FALSE,Mike Nicholsâ€™ film from Edward Albee's play brought new themes to the film industry. Elizabeth Taylor and Richard Burton have never been more brilliant together as they portray an experienced married couple who love each other yet verbally attack one another when they see how boring their naÃ¯ve newlywed guests have made their night.,5.564294,6/21/1966,Who's Afraid of Virginia Woolf?,7.8,199,Martha,Elizabeth Taylor,5342,Drama,"adultery, alcohol, based on play or musical, cult classic, fantasy, guest, married couple, professor, son","Drama, adultery, alcohol, based on play or musical, cult classic, fantasy, guest, married couple, professor, son"
397,FALSE,French Kiss is director Kasdanâ€™s best film since the Bodyguard. The plot involves a couple in love and one womanâ€™s attempt to fly to Paris to get her lover back from a business trip and marry him. On the way she unknowingly smuggles something of value that has a petty thief chasing her across France as she chases after her future husband.,9.146544,5/5/1995,French Kiss,6.2,179,Kate,Meg Ryan,8844,"Comedy, Romance","airport, canadian, deal, fear of flying, in love with enemy, necklace, paris, smuggling, vineyard","Comedy, Romance, airport, canadian, deal, fear of flying, in love with enemy, necklace, paris, smuggling, vineyard"
398,FALSE,"A biopic of the writer, Truman Capote and his assignment for The New Yorker to write the non-fiction book, 'In Cold Blood'.",6.01272,9/30/2005,Capote,6.9,394,Truman Capote,Philip Seymour Hoffman,5345,"Crime, Drama","based on novel, biography, dream, dying and death, gay, identity, journalism, literature, literature research, self-fulfilling prophecy","Crime, Drama, based on novel, biography, dream, dying and death, gay, identity, journalism, literature, literature research, self-fulfilling prophecy"
400,FALSE,A mafia film in Tarantino style with a star-studded cast. Jimmyâ€™s â€œThe Saintâ€ gangster career has finally ended. Yet now he finds him self doing favors for a wise godfather known as â€œThe Man with the Plan.â€,4.486179,12/1/1995,Things to Do in Denver When You're Dead,6.7,87,Jimmy 'The Saint' Tosnia,Andy GarcÃ­a,5501,"Crime, Drama","blood, boat, bounty hunter, coffin, denver, diner, extramarital affair, father son relationship, friendship, gangster, godmother, hitman, illegal prostitution, independent film, mafia, murder, paranoia, psychopath, revenge, violence, way of life","Crime, Drama, blood, boat, bounty hunter, coffin, denver, diner, extramarital affair, father son relationship, friendship, gangster, godmother, hitman, illegal prostitution, independent film, mafia, murder, paranoia, psychopath, revenge, violence, way of life"
401,FALSE,"Andrew returns to his hometown for the funeral of his mother, a journey that reconnects him with past friends. The trip coincides with his decision to stop taking his powerful antidepressants. A chance meeting with Sam - a girl also suffering from various maladies - opens up the possibility of rekindling emotional attachments, confronting his psychologist father, and perhaps beginning a new life.",11.630809,7/28/2004,Garden State,7.1,631,Andrew Largeman,Zach Braff,5367,"Comedy, Drama, Romance","answering machine, difficult childhood, ecstasy, epilepsy, expensive restaurant, grave digger, lethargy, los angeles, loss of mother, marijuana, new jersey, paraplegic, pop culture, psychiatrist, single, strangeness, unsociability","Comedy, Drama, Romance, answering machine, difficult childhood, ecstasy, epilepsy, expensive restaurant, grave digger, lethargy, los angeles, loss of mother, marijuana, new jersey, paraplegic, pop culture, psychiatrist, single, strangeness, unsociability"
402,FALSE,"A police detective is in charge of the investigation of a brutal murder, in which a beautiful and seductive woman could be involved.",16.628427,3/20/1992,Basic Instinct,6.5,869,Det. Nick Curran,Michael Douglas,10491,"Mystery, Thriller","auto, bdsm, bed, bedroom, bisexuality, cigarette, dancing, dangerous, detective, dying and death, erotic thriller, eroticism, ex-lover, female nudity, femme fatale, gun, jealousy, lover, male nudity, menace, nudity, orgasm, planned murder, police, psychopath, sadism, sadistic, san francisco, sexual obsession, sociopath, striptease, suspicion of murder, underwear","Mystery, Thriller, auto, bdsm, bed, bedroom, bisexuality, cigarette, dancing, dangerous, detective, dying and death, erotic thriller, eroticism, ex-lover, female nudity, femme fatale, gun, jealousy, lover, male nudity, menace, nudity, orgasm, planned murder, police, psychopath, sadism, sadistic, san francisco, sexual obsession, sociopath, striptease, suspicion of murder, underwear"
403,FALSE,The story of an old Jewish widow named Daisy Werthan and her relationship with her colored chauffeur Hoke. From an initial mere work relationship grew in 25 years a strong friendship between the two very different characters in a time when those types of relationships where shunned upon. Oscar winning tragic comedy with a star-studded cast and based on a play of the same name by Alfred Uhry.,10.703677,12/13/1989,Driving Miss Daisy,7,358,Hoke Colburn,Morgan Freeman,5696,"Comedy, Drama","african american, anti semitism, atlanta, black people, car, chauffeur, individual, jewish, old age, widow","Comedy, Drama, african american, anti semitism, atlanta, black people, car, chauffeur, individual, jewish, old age, widow"
404,FALSE,"""The Straight Story"" chronicles a trip made by 73-year-old Alvin Straight from Laurens, Iowa, to Mt. Zion, Wisconsin, in 1994 while riding a lawn mower. The man undertook his strange journey to mend his relationship with his ill, estranged, 75-year-old brother Lyle.",14.580995,10/15/1999,The Straight Story,7.7,315,Alvin Straight,Richard Farnsworth,5602,Drama,"based on true story, biography, brother brother relationship, family, family relationships, independent film, iowa, lawnmower, mississippi, road movie, wisconsin","Drama, based on true story, biography, brother brother relationship, family, family relationships, independent film, iowa, lawnmower, mississippi, road movie, wisconsin"
405,FALSE,"A traveling strongman, Zampano, repays the death of Rosa, his assistant, by offering the same job to little sister Gelsomina,  whose mother receives compensation in return.",5.948021,7/16/1954,La Strada,7.5,196,ZampanÃ²,Anthony Quinn,4415,Drama,"appearance, authority, circus, dying and death, harley davidson, in love with enemy, prison, rage and hate, revenge, road movie, sadness, single, unsociability, wave","Drama, appearance, authority, circus, dying and death, harley davidson, in love with enemy, prison, rage and hate, revenge, road movie, sadness, single, unsociability, wave"
